income,employment_status,employment_duration_months,debt_to_income_ratio,payment_history_score,existing_loans_count,total_debt,savings_balance
164722.1225059003,self_employed,103,0.10857887247770528,92.00612662427406,1,17885.450912697575,48455.78073779761
101919.47280702663,retired,47,0.5586107985849875,92.94539630287247,3,56933.876706892646,25773.79482452825
23720.39489229444,employed,106,1.0407407586486273,95.08823542725656,2,24687.82251641019,11372.384039436798
45013.04048938243,employed,211,0.6875565011211374,94.35229808486139,1,30949.696180204995,2637.6058746841823
67890.50639528225,employed,186,0.6121590829425165,95.48986984737972,4,41560.40229452198,0.0
133772.02596929463,employed,7,0.7826947387169424,81.16963902129484,4,104703.4436084118,43818.14411628362
60252.2017360393,employed,200,0.0,79.39636412639062,0,0.0,21891.672027595774
250000.0,retired,225,0.06857823029788429,70.74477583978835,1,17144.62615270137,0.0
28052.33060356066,self_employed,27,0.0,62.52120219329785,0,0.0,5229.380020927472
54531.3920273753,self_employed,46,0.8315487677955155,67.37891778896663,2,45346.34339530592,6821.316195421334
42654.232380568326,employed,208,0.7368249068785365,89.13200634783601,1,31429.43762669459,1063.793454162388
48362.21816537725,employed,51,0.2949906043754376,86.07641787001428,1,14266.694956145777,0.0
19358.391603194323,employed,0,0.3661363932222753,81.9576473987662,1,7088.177816571171,9882.689704427352
195101.96022048313,self_employed,37,0.0,88.26089227978483,0,0.0,0.0
68310.62471396185,employed,3,0.0,84.76440161965779,0,0.0,24192.54667066559
97445.86719344622,employed,234,0.35185137138230504,70.83758883194777,1,34286.8138589234,728.5016770795878
43613.4393773674,employed,65,0.1947831377302558,76.52062792017985,1,8495.357352269646,6423.433524556968
31521.093370638107,self_employed,212,0.0,84.09616214254693,0,0.0,9488.084361118325
87807.17701732767,retired,83,0.37686500761673963,96.49566280748299,4,33091.829300447214,17653.29485656525
53782.60177389662,employed,129,0.0,72.98478184205575,0,0.0,5169.982049619651
64369.41765294948,retired,193,0.3933266798504402,43.626670140229365,1,25318.602656020783,9693.117666133694
24163.3857845388,employed,119,0.0,97.96943437064871,0,0.0,19124.827186835028
59306.50601551618,employed,112,1.152181193307794,70.56345806484626,3,68332.99305306659,0.0
71414.21856624259,employed,120,0.0,84.88722697353636,0,0.0,44075.33285426734
186096.3479175734,employed,214,0.41767295196755566,78.76202224261884,3,77727.82865806614,0.0
223542.59076243016,self_employed,172,0.08658190303840875,89.91246822894558,1,19354.829500250453,149659.69401507676
39153.2458167126,self_employed,208,0.35638040231962337,60.741914635648385,1,13953.805876681467,4905.520031631383
38455.18304885035,employed,201,1.8,96.85792643352282,3,106224.95252130218,4298.383983091868
239831.9820049105,employed,79,0.04266602850050617,90.9208664699701,1,10232.720845582895,76292.46939422438
18119.024503481392,self_employed,180,0.37126834517680907,74.60820838244797,1,6727.391511970768,2723.7037837844805
149104.21662833382,retired,198,0.30839213711158214,77.20060267428009,2,45982.87641049728,104062.16636786962
242664.24998716632,employed,98,0.05011190529302597,81.59652963085666,1,12160.41802526535,60730.940730041526
76672.20594003904,employed,68,0.8940978246919745,79.34745693704285,2,68553.34664314869,1778.5954826531733
109739.14184224476,employed,182,0.29160902330618793,89.09450683944874,4,32001.21558009952,41428.94123404128
76491.98068243328,unemployed,121,0.8292192483415026,80.84309366413856,2,63429.4519448884,9455.683474134667
33739.89859255971,employed,222,1.6881718387575344,88.04817591085708,2,56960.43481833303,2584.589562170803
77045.46585116623,employed,67,0.0,84.31171843551297,0,0.0,60110.535631805375
134161.71684557636,unemployed,196,0.0,96.13577594873391,0,0.0,30789.241963053566
62339.229158987226,employed,55,0.4990170664383608,86.76474941058687,1,31108.838276012964,38066.57314791002
17474.12745338131,employed,141,1.5625623968233855,96.06365730674628,1,27305.977038349643,0.0
47065.88368390068,employed,140,1.3046530888161518,87.72670087400314,2,61405.95517915157,2670.1865740423577
147949.73466376695,employed,138,0.0,81.62569305111799,0,0.0,0.0
57647.88957185429,unemployed,209,1.2814344106606144,72.64536325565345,3,73873.27083374794,13478.028468481485
94452.31323925898,employed,129,0.24164954546240583,80.4442754443208,1,22824.60021168517,0.0
64412.10826904364,employed,91,0.3493117811063513,87.3893642722703,1,22500.25757605588,25984.538106178712
26663.902676396796,employed,149,1.8,76.4368617403157,4,149022.92340186454,17522.903628385684
145693.78189626965,unemployed,59,0.0,96.11443684802671,0,0.0,0.0
42810.72730106721,employed,23,0.0,75.42117493313056,0,0.0,8119.324694172054
82414.3504338128,unemployed,179,0.397616260552326,66.2489745557587,1,32769.68345160216,10718.287492663707
17795.310760927576,employed,194,0.0,67.30511963447981,0,0.0,2403.9228233246295
44052.02576414664,employed,155,0.744291078306945,95.32921436933556,1,32788.27404868033,0.0
16064.492921332134,employed,57,1.7526346867481561,73.74283491565471,1,28156.940153633663,7096.93672868372
19676.83844755594,employed,118,1.8,81.68643815678979,3,83724.01900792231,8237.2951914468
63668.59113216973,employed,118,1.4789373619896153,67.29084824097679,3,94163.3371479685,47545.41714911145
26865.998677313066,employed,16,0.0,66.09985755567376,0,0.0,530.8140535746182
71203.1297882623,employed,116,0.0,94.83069285311522,0,0.0,0.0
58259.64332450535,employed,50,1.31442276800344,95.31882624599267,3,76579.11606425745,0.0
69453.02671692954,employed,110,0.5569585124024106,99.85224440414912,1,38683.01140061836,53747.09212949563
35885.54797772078,self_employed,187,0.0,85.53290731783486,0,0.0,16562.935147497185
92701.67969803755,employed,201,0.31621399409079015,96.08473501708917,1,29313.88461023566,30998.261450831236
18647.187166229654,employed,89,0.0,30.0,0,0.0,3151.567322744143
30414.65860293847,employed,146,1.183000660552988,99.08089372942169,1,35981.74421843038,4956.795974416626
52340.44229453262,employed,178,0.0,86.54732335349236,0,0.0,30446.694760762377
209803.20490723857,retired,124,0.5159965408059441,81.56955628531418,4,108258.24397867659,45900.66382889973
51639.0173945635,employed,44,0.39426644321819365,82.92531889210612,1,20359.925985880203,20580.80470866441
88563.76138134614,employed,135,0.0,76.45733761225334,0,0.0,49228.74985853747
46782.31556377161,employed,25,0.6600526439139619,49.17955049546389,1,30879.451128928657,3245.0672053685876
28846.88707089766,employed,190,0.0,99.34250637064547,0,0.0,12311.39466897573
72301.57943509743,employed,96,0.0,71.28553863456821,0,0.0,30919.31030405689
40374.94718729584,employed,27,0.9512435910853886,68.19545904324022,1,38407.36099591729,0.0
64849.122891089864,employed,112,0.0,96.29450749156831,0,0.0,7743.919757837421
23279.20558500762,employed,102,1.2131565061059018,86.60837410815117,1,28242.532868934944,679.0274384119872
34081.057052534044,employed,65,0.0,95.45578694103693,0,0.0,15549.48249360708
23420.1609703219,unemployed,97,1.1640721839814128,79.87891292352253,1,27263.92200210284,7799.568028822191
46402.201956311445,employed,48,0.0,75.77052071595567,0,0.0,23110.04094297975
47618.71371437087,employed,112,0.32848210525900373,91.94719793199151,1,15642.223812727596,0.0
58535.55285691056,employed,107,1.2276220093178112,96.69171013062171,2,71860.7606367388,23194.953842448303
196072.20962895697,self_employed,3,0.08831751692274244,98.84095769702816,2,17316.699009501834,0.0
161711.26990383537,employed,170,0.07437309920612048,76.1705033657443,1,12027.042692404879,39292.45579797331
44500.29840466794,employed,198,1.8,61.47902678802908,4,111004.7157931868,14333.063317815846
15346.296755055759,retired,161,1.8,86.04140610202579,1,38207.32710747152,9167.795521058004
41118.22208133456,employed,16,0.7503932985441989,50.14961065840868,1,30855.588691184104,27548.304838959673
62245.52230608734,self_employed,40,0.6192761940667878,87.87823662278488,1,38547.78942760718,24538.745804848673
21409.415591916153,employed,182,0.0,83.3625271137339,0,0.0,360.3102300342211
15742.208313115209,employed,32,1.8,96.04497395929654,1,30258.995975769423,4617.8682466432365
47797.82056810225,employed,76,0.3310807263133864,97.273901780965,1,15825.268230610527,18852.612365607543
68464.01586062243,self_employed,24,0.0,96.35321235922801,0,0.0,19996.636756293745
37167.50779177838,employed,117,0.6779235042436819,96.60516727675108,1,25197.405049710993,0.0
55814.819217980636,self_employed,58,0.0,87.5727668597917,0,0.0,11834.300833973562
85445.42449563042,employed,231,0.3620952335992558,97.65505583667567,1,30939.743037966466,0.0
35065.59734835601,retired,43,0.3392275466123423,61.35669547451129,1,11895.555786525676,7435.233166854334
156994.19054899405,employed,128,0.0,86.75356555547016,0,0.0,19459.968137076194
74049.33017222403,employed,159,0.12448647252864575,83.22177216208759,1,9218.264392721714,1311.2330179713222
208289.7065779505,self_employed,74,0.70191377436314,89.6693781687668,4,146202.11601889454,100076.23830087841
116926.2026790754,employed,208,0.15523738558564013,55.475988207983086,1,18151.47324774192,2473.8687146949055
24180.29515744203,employed,225,0.0,85.13795101184498,0,0.0,2259.4862404868936
58697.68711578636,retired,40,0.4078640465605065,73.08766236812203,1,23941.08405483369,0.0
78051.98999768052,employed,215,0.0,86.57325087300724,0,0.0,25659.304790296806
62781.68276626369,employed,229,0.0,49.71751459929367,0,0.0,42518.30580244563
74047.87459919142,employed,49,0.0,85.57071312453776,0,0.0,34108.96695745867
39665.2747980164,unemployed,88,1.3076422816824134,92.98806325312927,2,51869.298082719775,11651.240198442465
19505.916714236257,employed,86,1.8,95.67448533413125,2,78783.2427640003,15127.842977147904
148219.40229626597,employed,145,0.0,82.12520649932777,0,0.0,70264.0814953497
66745.69310611334,employed,137,0.5048359230366896,92.90072585091832,1,33696.12842387137,10442.798713601802
136232.15996112867,retired,95,0.2450089712843065,83.12126551295002,1,33378.346376886504,10648.698535883947
130704.49503123805,employed,51,0.0,92.30142880354138,0,0.0,0.0
100982.67098585308,unemployed,172,0.0854718006184173,98.43867871621677,1,8631.256192218687,9148.500974597036
68687.88990728953,employed,133,1.657962127324913,86.43100315368571,3,113883.57803427649,36113.21650404857
128987.01937209765,retired,49,0.2837802200368733,77.73915998401549,1,36604.24851953435,44167.15240381203
90415.77975390943,employed,149,1.1257044357253343,83.62917497699914,3,101782.57003297645,37503.95730106151
47366.01381478679,employed,131,1.4504851834659274,95.59095461646994,4,68705.15172337413,15415.147611513723
145027.69910021516,employed,148,0.0,82.66321849900034,0,0.0,0.0
82116.11618164107,employed,219,0.0,83.2759026701562,0,0.0,14141.646379248465
71639.09219630115,employed,127,0.1603863576512657,97.8397709996349,1,11490.093449165604,35948.9779152522
107975.52894999617,employed,0,0.0,74.88000578416731,0,0.0,72055.44865192664
198370.4045727647,employed,34,0.4216429918081482,84.15036413958367,3,83641.91251324507,150000.0
153290.51067338994,employed,101,0.16635833792547852,88.05681410384382,2,25501.3209337109,0.0
171191.17703553938,self_employed,17,0.0,94.71888716524035,0,0.0,64750.439421398565
37045.50858704259,employed,168,0.0,97.21109596499518,0,0.0,13282.173569432325
28410.20049156421,employed,220,1.057107562882448,64.68575555109193,1,30033.69491020205,15157.532595682058
52395.77158384803,employed,218,1.0587991774912822,89.64202553444053,2,55477.65865617688,30403.22871418718
21680.525475162904,employed,237,1.8,96.04459058281797,2,43108.86366564937,16820.94608078907
118906.7559691054,employed,13,0.0,75.14519561326819,0,0.0,50243.11954365187
18411.794587177897,employed,2,0.8172024698873633,95.28391919749957,1,15046.981214170451,0.0
44236.09614568048,employed,47,0.9025581310249807,85.0323311859148,2,39926.55081921775,0.0
18350.69325003196,employed,129,1.8,73.29211659451389,1,34682.64657314539,522.8061165047649
86782.53152465964,employed,153,0.0,76.28724231512645,0,0.0,18590.506318900767
75583.02573862439,employed,62,0.8656542140150094,93.13081225722702,2,65429.63039285914,32862.558043305246
37210.57892262378,self_employed,69,0.0,93.19190378913865,0,0.0,0.0
45390.05971399308,employed,96,0.21932396775235186,78.2026832766268,1,9955.347316956897,31264.99345075643
18488.734489228562,employed,40,1.0796152316915772,95.82771842167446,1,19961.79898450424,11724.260857787966
77399.80144933026,employed,78,0.0,87.12843454531296,0,0.0,35329.071546076426
149348.91218240483,employed,60,0.13900545112591609,93.70277075151812,1,20760.451918531136,0.0
235593.54085792796,employed,31,0.0,89.21830798917053,0,0.0,82391.41595751453
25724.845706269745,self_employed,55,0.0,93.73748432190993,0,0.0,0.0
120912.88148970615,unemployed,160,0.3203183277764137,55.87779909385377,2,38730.93232373814,81253.28449492688
94710.81458925495,unemployed,39,0.5225305432516317,89.32674003938108,4,49489.81592967121,33004.0031853051
51532.897027509265,unemployed,44,1.4694547929615198,84.75642879481843,3,75726.73198705891,0.0
31072.43539638299,employed,56,0.3649529287963451,77.62311027663776,1,11340.341255673991,3940.4877846689537
91312.5084891958,employed,142,0.32754000402566247,94.95818448358403,1,29908.826938148555,0.0
46557.552927661134,employed,134,0.9436152511507433,89.47831362154044,3,43933.360614050136,19052.69875000053
27990.481901939016,self_employed,149,0.0,63.39287565836423,0,0.0,14987.568838729096
63321.80275732568,employed,96,0.0,70.29203102876193,0,0.0,0.0
36225.627711024455,retired,88,0.5681573354408981,80.09417294307748,1,20582.424272305056,9148.231103003192
16255.429000614728,employed,181,0.0,92.81602954417782,0,0.0,11675.24479028418
61348.37951638295,employed,121,1.8,90.0059284089572,4,157827.40763936387,21286.597061242333
40576.1947554513,employed,125,0.0,72.40889040715123,0,0.0,21029.409478689777
37414.25647983978,self_employed,136,0.0,96.57158025686762,0,0.0,19102.95356482012
50199.6865423343,employed,112,0.0,97.17550747861675,0,0.0,12584.83677980906
73925.31327153354,employed,155,0.0,90.2674864098332,0,0.0,0.0
102049.53198967302,employed,224,0.1636794525396982,50.38449864002138,2,16703.57520745464,0.0
106308.15863236501,employed,90,1.2198475404342024,96.57074611875163,4,129680.96568331993,0.0
210259.74038096052,employed,2,0.0,93.2229673138799,0,0.0,102553.24779922684
41545.21678711721,retired,158,1.403686777490937,95.72323339565067,2,58317.87515884843,6166.173489378631
171247.50250098202,employed,225,0.0,95.8308281412132,0,0.0,125262.81379382213
107841.10431143457,employed,133,0.6157051867396602,98.59700247502968,2,66398.94297346973,85654.49078116789
42826.669937632265,employed,207,0.3959926361124703,45.331146054702955,1,16959.441917157797,33385.59258477432
91348.65173978133,self_employed,101,1.5798411829487597,85.7286621610699,4,144317.94186653337,12684.465078253594
138807.23241107518,employed,135,0.09550808209419048,99.33477795083458,1,13257.30805646644,0.0
60824.638651556525,employed,229,1.1485897720533134,98.88855384913498,2,69863.70643378851,46978.45146897714
19608.88345686061,employed,220,0.0,82.52732933764496,0,0.0,0.0
77788.69802895658,employed,79,0.4408192375759267,39.12628038049873,4,34291.19537638621,0.0
170275.96182080713,employed,15,0.0,88.14873556396745,0,0.0,42186.443181094095
15856.76141366785,employed,117,1.8,56.96929642648579,1,37304.339645695174,5294.673381011936
108354.19821545281,employed,76,0.36741571838616915,69.73330785155903,1,39811.40299320635,75805.05606321509
43444.89746307212,employed,173,1.1971368622172152,64.68480607041332,2,52010.685365153025,13130.675421294956
55657.9109308706,self_employed,224,0.0,85.88439473602268,0,0.0,26545.825529700935
38626.548490851994,employed,193,1.0202414051383475,61.00066774959751,1,39409.42434935649,18900.91809203648
137469.86061401817,employed,24,0.2551978287574409,72.57767068810281,1,35082.26514611424,0.0
43785.431752126155,employed,178,0.0,95.70367870233335,0,0.0,0.0
51768.36696298876,self_employed,16,0.2620927053735792,97.2755765768882,2,13568.373442807318,11239.177317926213
38488.70588617214,retired,92,1.8,83.02623911593557,2,75078.05167249056,25482.024061228007
59910.18715358548,employed,135,0.7626447177279179,81.40593951522972,3,45690.95041549066,9343.246218592361
43822.330049311895,self_employed,191,1.3919065903412302,93.84483717339985,2,60997.98190633609,2639.1110134386186
162997.9286090845,self_employed,154,0.0,74.42103777891147,0,0.0,111836.91963407616
43492.51239337154,employed,173,0.0,77.67859204075971,0,0.0,24189.827535078257
179885.08051463033,employed,210,0.0660096035988274,88.67669815701828,1,11874.208867717498,120715.74530628782
31000.78760226338,employed,81,0.698330722785858,64.43458792803928,1,21649.500743942237,12463.497292812182
102786.19501022177,employed,217,0.0,70.54329502210679,0,0.0,32660.26300199615
54960.66718359495,retired,100,0.0,92.61614950749842,0,0.0,34230.201744970094
20191.1572286031,employed,98,0.0,86.69646546180896,0,0.0,2542.123470497085
54065.30525378601,self_employed,67,1.3301667357586662,93.15280124592147,2,71917.20077396017,7312.127049945424
87400.53860308965,employed,219,0.114514685587085,82.06499105029715,2,10008.759712960284,24865.243419375023
170923.53453025525,retired,17,0.11819428527408372,56.790756502393435,1,20202.30319460896,26866.807538069123
142031.92420833392,retired,95,0.3830647609915468,79.72154818212924,2,54407.80816479591,46204.29469349301
74811.89468554585,employed,105,0.31620167578898667,96.77725973160092,1,23655.96267019457,38363.90212245862
80048.73081428319,employed,80,0.2521144771812105,88.05652991050647,1,20181.69603273964,46165.26979019476
112837.45474320248,employed,92,0.18516459092598073,87.32608834023623,1,20893.686313244878,35036.75916954484
60490.89492292431,retired,13,0.0,58.591641094561034,0,0.0,32000.424125965612
84760.82553700886,employed,78,0.0,77.15391919709607,0,0.0,22188.43009436929
89854.13992602595,employed,72,0.0,98.0504476367321,0,0.0,0.0
19037.596134791624,employed,159,1.8,69.35233909032229,3,78143.55356536532,227.8602000768013
47987.93068968772,employed,201,0.6876720605442886,87.57485426650673,1,33000.646850694604,34668.42572028859
31323.208182483133,retired,215,1.8,90.18207548020933,2,66305.09579354327,18232.094861202248
98858.86841932454,unemployed,207,0.0,81.53276084633572,0,0.0,69096.65748759612
67590.10179195428,employed,148,0.0,99.96693255101623,0,0.0,27490.56937043862
41896.39182132701,employed,234,1.8,75.170856188086,4,152750.72264930457,21430.387230781613
46652.772008647415,self_employed,48,0.5721976605472667,80.38048308615429,1,26695.179199053608,7864.040005153624
21088.136511665452,employed,110,1.8,90.9786769357822,3,97204.16071059513,16288.778931355038
113643.70705955545,employed,155,0.0,98.14505416650177,0,0.0,64449.619715977504
99833.14486571582,self_employed,16,0.0,88.5938177312649,0,0.0,75401.56122460244
24845.295336154366,employed,12,1.1613616451870041,80.41084389099588,2,28855.534428398423,8878.490572060384
51678.58664035051,retired,143,0.19829055919536412,93.32307676298058,1,10247.574133900373,17150.990382544966
24563.479173268803,unemployed,18,0.6113627905550079,95.7896248278013,1,15017.808535899987,15035.774270414191
39630.49066426333,employed,66,0.8912596943171336,87.46911786902977,1,35321.950254763666,9107.330716050747
92712.67818417895,retired,186,0.0,98.81444002000322,0,0.0,3732.4591091644147
16061.648802717142,employed,30,0.0,89.61246814407158,0,0.0,12214.485147814226
203073.10517971774,employed,47,0.3912348748409291,90.03773595314637,3,79449.67212342055,0.0
94477.55160772239,employed,132,0.2444009843387042,86.770470583193,1,23090.651011822414,34386.56966701251
41747.6047372068,employed,168,1.5482603284980974,87.78710354415271,2,64637.70848476502,3127.979449720419
116932.70205437466,unemployed,139,0.48726511254592125,70.44246963564727,3,56977.71349193609,0.0
23715.67546792366,employed,77,0.29044077610750524,99.98672586337105,1,6888.289629593577,15332.79224141848
52596.64007047502,retired,151,0.0,91.14549400275362,0,0.0,0.0
37187.523896487925,employed,63,0.5349770556805068,75.59370286175763,2,19895.007019247278,0.0
26873.245954128586,unemployed,41,1.4007117348047604,85.01728424567075,3,37643.07167197727,21145.961724557455
120085.04815352884,self_employed,111,0.1932789523627988,57.62936482209009,1,23210.105580502663,51273.95360119801
99654.78988067797,unemployed,43,0.0,83.98159373176868,0,0.0,25894.21413256155
27673.771438811847,employed,169,1.3547723280437132,85.25361715836533,1,37493.01453023679,11937.220655924055
17158.277647865838,employed,48,1.8,96.56310246705351,4,103502.38253110094,11717.455457768447
44803.98195217976,employed,93,0.0,93.4130258309847,0,0.0,22101.695984827496
40358.085963101475,employed,191,1.3656795996676336,81.94913372910558,4,55117.58036104003,0.0
71974.05786455129,unemployed,134,0.2675706970517105,94.9817642249701,1,19258.416403155185,0.0
250000.0,retired,61,0.0,79.77738216911092,0,0.0,135732.0187653794
156254.91870790077,employed,233,0.11742108256170078,46.782219871404195,1,18347.73913135482,101307.30322286635
62448.348591703834,employed,17,0.0,99.9973652407593,0,0.0,20650.043217430855
61051.52257190541,retired,68,0.5326741417796786,97.05709953372148,1,32521.100064474173,33379.52509262257
199478.26450514494,self_employed,124,0.16277780506673864,79.51557202209023,1,32470.796832474876,0.0
36350.8770026923,employed,13,0.6302688596466212,87.66343242965598,1,22911.456064501108,0.0
59255.32593502496,employed,72,0.0,88.26560693623927,0,0.0,42719.659031276424
168935.44890607588,employed,225,0.16550770409544532,53.132816282221675,1,27960.283796482126,55565.48243874986
35354.194158081154,employed,237,1.8,66.37487885327756,3,92020.27104852183,0.0
30268.43702679966,employed,139,1.8,96.2863312326788,2,65826.46995226065,22062.55481616688
15101.811531122714,employed,210,1.469475392934747,96.93487509898894,1,22193.20990911598,0.0
120398.76908166167,employed,217,0.0,98.38158077759111,0,0.0,89844.36674997844
250000.0,self_employed,143,0.16159873870668764,86.67850318662164,2,40399.846275410615,121139.84809197515
31190.637680169704,employed,193,1.1972903094800893,95.25369414837637,1,37345.4455312812,20847.476773974344
96814.41189044795,employed,143,0.1696607662341951,98.66210480896748,1,16425.776964612603,67151.37506019362
72990.45718202517,employed,155,0.38982284980722826,97.54525404718389,1,28453.737850279333,29135.91869428074
30566.297077073825,self_employed,179,0.5288643726759887,78.52257336413255,1,16165.954393067232,24396.117427603345
70122.51953796484,employed,180,0.0,84.60394473117019,0,0.0,0.0
19549.90026710266,unemployed,215,1.8,75.62829103944448,4,53164.83705658627,0.0
15895.49730904503,employed,170,0.0,74.1177409738435,0,0.0,3674.238056611283
75481.57239362782,employed,95,1.0905396294663836,56.788306113636544,3,82316.73652931636,644.3183712519025
16151.035125920225,self_employed,8,1.8,83.74267380406484,4,85275.96982236691,6943.384144637823
36382.992097128394,employed,177,0.18422806249726056,71.95364362860968,1,6702.952369969605,0.0
107714.82147805838,self_employed,162,0.0,98.63631398105977,0,0.0,2545.686300077922
71763.55763291527,employed,161,0.0,86.54069029102035,0,0.0,29367.119843956778
198727.19906343048,employed,204,0.0,90.94657970134111,0,0.0,0.0
192214.39420330134,self_employed,38,0.0,89.83072326338682,0,0.0,42173.66030509561
250000.0,employed,11,0.18273861145319778,90.76524281365542,2,45684.8356019109,35931.85780598241
97521.65913151464,employed,238,0.0,91.33765674587953,0,0.0,0.0
34555.42576141871,self_employed,64,0.0,73.42325890350358,0,0.0,0.0
118466.82032577247,employed,23,0.28181062861654804,97.40610801494863,2,33385.49091683821,38795.032954753566
43679.754969441565,employed,218,0.0,90.94019472988381,0,0.0,11457.514013695501
112103.70575628268,self_employed,2,0.8122969898458089,87.98803915504666,3,91062.31503337855,49679.136910532274
42412.72047458491,employed,39,0.0,83.25846611176283,0,0.0,13346.531198154637
47971.76959325797,employed,73,0.40933841465669957,90.29877483978083,1,19637.09745199534,6389.975836415621
27513.875695881106,retired,217,0.0,99.64379722254532,0,0.0,0.0
162175.77220360504,employed,212,0.0,93.2251342551233,0,0.0,119963.59719040891
80240.32657574487,self_employed,235,0.0,91.08757162193447,0,0.0,39446.10989719648
16575.446470601273,retired,84,0.6133541044085538,78.77618687751846,1,10167.231479251976,8075.545732708001
80436.44365916293,employed,118,0.48156814316480967,65.1462851127732,1,38736.11038386709,2809.5438660245118
22828.878527404766,self_employed,14,1.227464668384584,97.0756108592677,1,28022.869275901227,15150.446076931014
30199.514449563074,employed,179,1.091673178990162,61.1064029302856,4,32969.09161629284,8021.008000694351
110373.37702573027,employed,144,0.10533123951012686,53.39796428228818,2,11625.86994227824,17390.74982689077
51572.621795072366,retired,175,0.898302002731482,97.23307936252766,2,46328.68774662951,22686.875590902455
26940.501378966408,unemployed,161,1.038451441392328,81.79367584692622,1,27977.440940261058,2708.299412615398
91651.69616667533,retired,208,0.16556516188074372,82.68951708812799,1,15174.49347764222,7295.198313310923
35819.75200037034,self_employed,87,0.0,80.09516815687391,0,0.0,4307.271376317641
27670.682064613473,employed,105,0.3382316467834447,87.43210802029414,1,9359.438593982126,8151.785313592396
153869.81056572363,employed,56,0.0,88.12071546856347,0,0.0,39945.42130795494
16554.95989555231,self_employed,108,0.0,74.17480255102681,0,0.0,12184.955927362354
100687.28161394708,employed,104,0.21846853905932773,65.59659919326887,1,21997.22178459319,59075.3908321386
73405.71709262437,employed,45,0.3540262513556534,82.28430418470587,1,25987.904876626773,44969.124563779376
